bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
9021;1;4.75;1.56;0.0;0.0;1;0.9887;-0.3331833542057175;6.6;9;1.06;0.94
9022;1;1.53;0.53;0.08;0.0;1;0.9648;-0.3782128489071712;0.6;9;1.06;0.94
9023;1;0.0;0.0;0.0;0.0;1;0.9747;-0.3387684078120994;6.6;9;1.06;0.94
9024;1;1.35;0.47;0.07;0.0;1;0.9706;-0.3740240587023848;0.6;9;1.06;0.94
9025;1;0.45;0.16;0.02;0.0;1;0.9649;-0.3574434308084387;0.6;9;1.06;0.94
9026;1;0.45;0.16;0.02;0.0;1;0.9657;-0.3558726344816438;0.6;9;1.06;0.94
9031;1;1.84;0.64;0.1;0.0;1;0.9318;-0.4368559117741807;0.6;9;1.06;0.94
9032;1;1.39;0.48;0.07;0.0;1;0.9441;-0.41608649367544814;0.6;9;1.06;0.94
9033;1;1.89;0.65;0.1;0.0;1;0.9286;-0.44209189953016365;0.6;9;1.06;0.94
9034;1;1.55;0.54;0.08;1.72;1;0.9973;-0.36826447217080355;0.6;9;1.06;0.94
9035;1;1.66;0.58;0.09;0.0;1;0.9506;-0.40474185353748504;0.6;9;1.06;0.94
9036;1;3.03;1.0;0.0;0.0;1;0.9598;-0.39566614142711454;2.3;9;1.06;0.94
9037;1;1.86;0.64;0.1;0.0;1;0.957;-0.39409534510031957;0.6;9;1.06;0.94
9038;1;2.58;0.89;0.14;0.0;1;0.9391;-0.42603487041181587;0.6;9;1.06;0.94
9041;1;1.01;0.35;0.05;0.0;1;0.9636;-0.3722787294503905;0.6;9;1.06;0.94
9042;1;0.81;0.28;0.04;0.0;1;0.9501;-0.39269908169872414;0.6;9;1.06;0.94
9043;1;1.6;0.52;0.0;0.0;1;0.9646;-0.37384952577718544;2.3;9;1.06;0.94
9044;1;0.0;0.0;0.0;0.0;1;0.979;-0.3452261260444784;6.6;9;1.06;0.94
9051;2;35.81;0.0;0.0;0.0;1;1.0;-0.3385938748868999;13.8;9;1.06;0.94
9052;1;30.0;23.0;0.0;0.0;1;0.9786;-0.3010692959690218;13.8;9;1.06;0.94
9053;2;26.48;0.0;0.0;0.0;1;1.0;-0.30857421175259747;13.8;9;1.06;0.94
9054;2;0.0;0.0;0.0;0.0;1;1.0;-0.11920598791121272;13.8;9;1.06;0.94
9055;2;0.0;0.0;0.0;0.0;1;1.0;-0.13159782560037245;13.8;9;1.06;0.94
9071;1;1.02;0.35;0.05;0.0;1;0.9752;-0.3574434308084387;0.6;9;1.06;0.94
9072;1;1.02;0.35;0.05;0.0;1;0.9803;-0.34766958699727046;0.6;9;1.06;0.94
9121;1;3.8;1.25;0.0;0.0;1;0.9799;-0.3368485456349056;6.6;9;1.06;0.94
9533;1;1.19;0.41;0.1;0.0;1;1.0402;-0.31834805556376566;2.3;9;1.06;0.94
