fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
375;738;0.00504;0.01521;0.00181;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
598;660;0.01628;0.05397;0.00529;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
717;326;0.02521;0.08223;0.00841;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
543;717;0.00149;0.00471;0.00049;118.0;118.0;118.0;1.0;0.0;1;-30.0;30.0
717;529;0.01702;0.03058;0.00276;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
512;501;0.00843;0.0214;0.00218;106.0;106.0;106.0;1.0;0.0;1;-30.0;30.0
593;571;0.0195;0.03545;0.00353;91.0;91.0;91.0;1.0;0.0;1;-30.0;30.0
753;263;0.01361;0.02471;0.00246;91.0;91.0;91.0;1.0;0.0;1;-30.0;30.0
754;445;0.02264;0.03769;0.00397;87.0;87.0;87.0;1.0;0.0;1;-30.0;30.0
736;410;0.01413;0.04653;0.0047;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
356;285;0.0044;0.03039;0.00342;171.0;171.0;171.0;1.0;0.0;1;-30.0;30.0
740;574;0.01653;0.05388;0.0055;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
736;550;0.01785;0.03273;0.00346;91.0;91.0;91.0;1.0;0.0;1;-30.0;30.0
550;517;0.03033;0.07331;0.00825;104.0;104.0;104.0;1.0;0.0;1;-30.0;30.0
490;517;0.00719;0.01256;0.0012;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
735;373;0.01711;0.04364;0.00444;107.0;107.0;107.0;1.0;0.0;1;-30.0;30.0
547;373;0.03124;0.07942;0.00808;106.0;106.0;106.0;1.0;0.0;1;-30.0;30.0
601;559;0.01;0.02628;0.00267;108.0;108.0;108.0;1.0;0.0;1;-30.0;30.0
559;547;0.02802;0.06182;0.00747;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
468;361;0.00413;0.01347;0.00139;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
472;598;0.02595;0.08512;0.0086;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
560;468;0.04041;0.13264;0.01339;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
618;561;0.00256;0.00843;0.00087;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
350;574;0.01413;0.03727;0.004;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
544;597;0.00711;0.01248;0.00119;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
599;544;0.00579;0.01174;0.00114;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
600;598;0.0105;0.02447;0.00217;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
570;406;0.05455;0.09471;0.00914;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
531;469;0.06058;0.10603;0.01006;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
543;537;0.00273;0.00785;0.00079;113.0;113.0;113.0;1.0;0.0;1;-30.0;30.0
597;270;0.01198;0.03893;0.00402;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
723;501;0.01074;0.03479;0.00359;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
723;270;0.00983;0.03198;0.0033;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
581;723;0.00785;0.0257;0.00248;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
631;602;0.01298;0.04215;0.00436;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
298;601;0.00471;0.01529;0.00159;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
299;602;0.00744;0.01554;0.00151;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
300;601;0.00843;0.01744;0.00169;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
301;602;0.00826;0.01719;0.00166;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
601;306;0.00314;0.00942;0.00096;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
541;487;0.00355;0.02421;0.00271;170.0;170.0;170.0;1.0;0.0;1;-30.0;30.0
486;281;0.01372;0.04446;0.00461;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
542;332;0.00164;0.01112;0.00134;170.0;170.0;170.0;1.0;0.0;1;-30.0;30.0
487;252;0.01967;0.0638;0.0066;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
283;472;0.00355;0.01157;0.00121;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
497;453;0.02868;0.09314;0.00962;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
281;253;0.00686;0.02215;0.00229;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
512;252;0.02231;0.07248;0.0075;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
748;531;0.01471;0.04769;0.00493;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
748;548;0.0195;0.06331;0.00654;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
742;253;0.02058;0.06694;0.00691;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
446;344;0.00851;0.02793;0.00285;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
503;500;0.00488;0.01587;0.00164;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
570;277;0.00843;0.02769;0.00279;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
503;486;0.03529;0.13702;0.01374;130.0;130.0;130.0;1.0;0.0;1;-30.0;30.0
378;599;0.0243;0.07893;0.00815;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
487;332;0.00182;0.01273;0.00142;172.0;172.0;172.0;1.0;0.0;1;-30.0;30.0
486;333;0.00174;0.01207;0.00134;171.0;171.0;171.0;1.0;0.0;1;-30.0;30.0
284;308;0.00788;0.05315;0.00589;169.0;169.0;169.0;1.0;0.0;1;-30.0;30.0
541;309;0.00107;0.00719;0.00094;169.0;169.0;169.0;1.0;0.0;1;-30.0;30.0
355;333;0.00256;0.02273;0.00199;193.0;193.0;193.0;1.0;0.0;1;-30.0;30.0
487;325;0.0195;0.06314;0.00654;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
276;618;0.0357;0.11719;0.01184;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
268;349;0.0443;0.09347;0.00876;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
648;602;0.01893;0.06248;0.01932;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
415;407;0.01099;0.02322;0.00218;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
735;740;0.01215;0.03934;0.00405;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
282;453;0.02909;0.09438;0.00976;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
264;592;0.03183;0.05769;0.00576;91.0;91.0;91.0;1.0;0.0;1;-30.0;30.0
589;497;0.01983;0.06438;0.00665;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
734;649;0.02421;0.07934;0.00803;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
734;349;0.02223;0.07281;0.00735;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
500;660;0.01289;0.04289;0.0042;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
360;344;0.03273;0.0719;0.00681;83.0;83.0;83.0;1.0;0.0;1;-30.0;30.0
494;506;0.00835;0.0262;0.00292;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
492;488;0.0076;0.02545;0.00249;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
493;455;0.01182;0.03;0.00305;106.0;106.0;106.0;1.0;0.0;1;-30.0;30.0
510;456;0.0162;0.05405;0.00527;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
507;336;0.01992;0.06438;0.00667;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
710;371;0.01066;0.01868;0.00186;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
710;336;0.01587;0.05388;0.00533;122.0;122.0;122.0;1.0;0.0;1;-30.0;30.0
710;565;0.01074;0.03496;0.00361;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
390;372;0.02702;0.08744;0.00905;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
331;289;0.01909;0.06273;0.00634;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
471;331;0.01975;0.06496;0.00656;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
575;509;0.02504;0.08223;0.00831;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
272;575;0.0076;0.02298;0.00272;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
493;319;0.02314;0.07413;0.00785;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
532;462;0.03884;0.1276;0.01288;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
722;488;0.01835;0.06025;0.00608;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
722;516;0.03033;0.09967;0.01006;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
580;722;0.00182;0.00603;0.00059;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
566;372;0.00975;0.0295;0.00355;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
752;371;0.03678;0.0638;0.00623;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
594;302;0.0214;0.07157;0.00699;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
514;491;0.00198;0.0062;0.00069;117.0;117.0;117.0;1.0;0.0;1;-30.0;30.0
530;491;0.00562;0.01711;0.0018;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
337;493;0.00306;0.01;0.00103;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
492;458;0.00959;0.03099;0.0032;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
509;457;0.01066;0.03463;0.00358;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
504;448;0.0043;0.01298;0.00157;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
461;288;0.08909;0.17595;0.01535;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
749;302;0.03124;0.10421;0.01018;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
530;506;0.00479;0.01603;0.00156;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
463;703;0.00917;0.03;0.00303;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
703;289;0.00678;0.02215;0.00224;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
286;703;1.0e-5;8.0e-5;0.0;133.0;133.0;133.0;1.0;0.0;1;-30.0;30.0
372;366;0.01661;0.04298;0.00429;107.0;107.0;107.0;1.0;0.0;1;-30.0;30.0
510;447;0.01132;0.03777;0.00369;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
509;493;0.01289;0.04116;0.00443;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
533;509;0.04397;0.14529;0.01447;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
510;491;0.02455;0.0743;0.00772;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
594;417;0.02165;0.0724;0.00706;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
669;338;0.04405;0.13372;0.01585;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
434;471;0.01826;0.03157;0.00307;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
588;319;0.0205;0.06694;0.00684;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
749;272;0.03339;0.10124;0.01199;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
514;504;0.00273;0.00818;0.00099;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
259;254;0.00694;0.02256;0.00231;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
274;460;0.05992;0.11628;0.01298;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
274;245;0.10041;0.17736;0.01665;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
317;260;0.00554;0.01802;0.00167;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
339;274;0.05198;0.09;0.00889;69.0;69.0;69.0;1.0;0.0;1;-30.0;30.0
351;261;0.02893;0.08719;0.0105;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
637;351;0.03033;0.09124;0.01099;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
707;323;0.00635;0.01952;0.00235;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
707;314;0.03736;0.06314;0.00687;88.0;88.0;88.0;1.0;0.0;1;-30.0;30.0
707;324;0.00026;0.0004;5.0e-5;84.0;84.0;84.0;1.0;0.0;1;-30.0;30.0
733;405;0.02694;0.0819;0.0097;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
465;400;0.02;0.0338;0.00368;88.0;88.0;88.0;1.0;0.0;1;-30.0;30.0
273;363;0.02702;0.08215;0.00973;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
470;312;0.04992;0.08967;0.00898;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
587;313;0.00785;0.02388;0.00284;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
583;246;0.01102;0.03212;0.00397;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
724;260;0.01549;0.03483;0.00343;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
293;724;0.02848;0.05104;0.00475;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
607;724;0.0002;0.00067;7.0e-5;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
508;294;0.0081;0.01413;0.00135;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
297;247;0.07934;0.13074;0.01414;87.0;87.0;87.0;1.0;0.0;1;-30.0;30.0
352;404;0.00397;0.01215;0.00138;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
314;311;0.02207;0.04273;0.00416;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
562;508;0.03653;0.06372;0.00608;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
261;254;0.00264;0.00851;0.00088;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
732;696;0.0395;0.06909;0.00656;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
696;376;0.03537;0.10331;0.00917;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
584;540;0.01975;0.03736;0.00401;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
695;313;0.03165;0.09537;0.01148;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
502;464;0.04066;0.07066;0.00682;69.0;69.0;69.0;1.0;0.0;1;-30.0;30.0
587;246;0.0414;0.1257;0.01489;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
480;438;0.0157;0.04736;0.0057;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
364;261;0.02802;0.08446;0.01016;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
258;257;0.00347;0.01033;0.00125;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
328;318;0.02678;0.0805;0.0097;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
567;245;0.0386;0.08364;0.00735;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
261;256;0.01157;0.03587;0.00404;117.0;117.0;117.0;1.0;0.0;1;-30.0;30.0
341;318;0.01909;0.06198;0.00644;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
470;341;0.06769;0.11901;0.01104;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
556;340;0.06107;0.10165;0.01102;87.0;87.0;87.0;1.0;0.0;1;-30.0;30.0
405;400;0.00612;0.0124;0.00117;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
628;328;0.05099;0.16893;0.0166;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
502;363;0.03124;0.09496;0.01125;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
696;291;0.02917;0.07438;0.00774;91.0;91.0;91.0;1.0;0.0;1;-30.0;30.0
317;258;0.00711;0.02256;0.00224;118.0;118.0;118.0;1.0;0.0;1;-30.0;30.0
563;297;0.0576;0.10058;0.0096;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
438;364;0.02165;0.04008;0.00386;92.0;92.0;92.0;1.0;0.0;1;-30.0;30.0
322;695;0.01868;0.06198;0.00608;121.0;121.0;121.0;1.0;0.0;1;-30.0;30.0
323;480;0.02678;0.08058;0.0097;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
340;540;0.0043;0.01388;0.00144;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
423;254;0.03942;0.12033;0.01413;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
608;254;0.00818;0.02545;0.00289;117.0;117.0;117.0;1.0;0.0;1;-30.0;30.0
391;339;0.04339;0.07157;0.00774;69.0;69.0;69.0;1.0;0.0;1;-30.0;30.0
391;423;0.01826;0.05537;0.00656;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
628;322;0.03446;0.11364;0.01127;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
290;696;0.02959;0.09727;0.00971;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
459;376;0.02868;0.08818;0.00783;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
459;260;0.02545;0.08099;0.00735;118.0;118.0;118.0;1.0;0.0;1;-30.0;30.0
257;459;0.01091;0.04223;0.00465;130.0;130.0;130.0;1.0;0.0;1;-30.0;30.0
255;460;0.01818;0.06595;0.00707;126.0;126.0;126.0;1.0;0.0;1;-30.0;30.0
460;256;0.01926;0.05876;0.00555;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
314;273;0.02793;0.08496;0.01006;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
637;352;0.02364;0.07149;0.00851;116.0;116.0;116.0;1.0;0.0;1;-30.0;30.0
255;259;0.00223;0.00752;0.00076;122.0;122.0;122.0;1.0;0.0;1;-30.0;30.0
584;582;0.02957;0.08621;0.01064;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
719;308;0.00098;0.00423;0.02594;95.0;95.0;95.0;1.0;0.0;1;-30.0;30.0
719;357;0.01639;0.0344;0.02258;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
719;334;0.00017;0.00074;0.00757;95.0;95.0;95.0;1.0;0.0;1;-30.0;30.0
358;487;0.01545;0.03008;0.00257;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
271;309;0.00165;0.00744;0.10672;95.0;95.0;95.0;1.0;0.0;1;-30.0;30.0
739;357;0.00298;0.0105;0.06292;95.0;95.0;95.0;1.0;0.0;1;-30.0;30.0
774;1050;0.03628;0.09421;0.00974;107.0;107.0;107.0;1.0;0.0;1;-30.0;30.0
991;798;0.03041;0.09893;0.01014;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
960;758;0.02678;0.08653;0.00885;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1046;775;0.02256;0.07289;0.00746;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
914;766;0.08678;0.14975;0.01423;76.0;76.0;76.0;1.0;0.0;1;-30.0;30.0
981;922;0.07207;0.1381;0.01321;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
931;923;0.05;0.10909;0.0107;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
806;803;0.01124;0.02777;0.00276;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
923;921;0.01636;0.05306;0.00542;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
916;789;0.04116;0.13289;0.01359;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
930;922;0.02306;0.07157;0.00818;117.0;117.0;117.0;1.0;0.0;1;-30.0;30.0
930;923;0.02306;0.07157;0.00818;117.0;117.0;117.0;1.0;0.0;1;-30.0;30.0
946;865;0.02017;0.06529;0.0067;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
993;773;0.04893;0.12777;0.01321;108.0;108.0;108.0;1.0;0.0;1;-30.0;30.0
796;762;0.03198;0.10347;0.01058;69.0;69.0;69.0;1.0;0.0;1;-30.0;30.0
884;1026;0.03917;0.12669;0.01296;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
990;796;0.03851;0.12463;0.01275;69.0;69.0;69.0;1.0;0.0;1;-30.0;30.0
1045;819;0.0614;0.1986;0.02032;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
941;940;0.00372;0.00884;0.00067;103.0;103.0;103.0;1.0;0.0;1;-30.0;30.0
941;793;0.04843;0.08438;0.00809;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
986;755;0.01207;0.03893;0.00402;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
972;793;0.0376;0.06554;0.00624;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
941;843;0.01075;0.0282;0.00291;108.0;108.0;108.0;1.0;0.0;1;-30.0;30.0
911;843;0.0127;0.03297;0.00341;107.0;107.0;107.0;1.0;0.0;1;-30.0;30.0
943;911;0.03485;0.07019;0.00683;95.0;95.0;95.0;1.0;0.0;1;-30.0;30.0
760;943;0.01421;0.04603;0.00471;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
891;756;0.00562;0.00992;0.00092;76.0;76.0;76.0;1.0;0.0;1;-30.0;30.0
891;886;0.00446;0.00793;0.00075;76.0;76.0;76.0;1.0;0.0;1;-30.0;30.0
890;886;0.00256;0.00826;0.00085;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1032;890;0.01306;0.02165;0.00208;87.0;87.0;87.0;1.0;0.0;1;-30.0;30.0
1032;755;0.01174;0.02025;0.00195;88.0;88.0;88.0;1.0;0.0;1;-30.0;30.0
779;755;0.02562;0.08281;0.00847;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
779;776;0.02934;0.09479;0.0097;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
984;882;0.01372;0.05686;0.00567;134.0;134.0;134.0;1.0;0.0;1;-30.0;30.0
986;984;0.00298;0.00959;0.00099;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
986;758;0.01884;0.06099;0.00624;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1003;758;0.02512;0.08107;0.0083;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1003;763;0.00413;0.01322;0.00136;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
883;868;0.02314;0.06628;0.00678;113.0;113.0;113.0;1.0;0.0;1;-30.0;30.0
868;763;0.00777;0.02512;0.00257;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
916;763;0.00355;0.01157;0.0012;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
877;882;0.01083;0.01917;0.0018;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
892;877;0.00455;0.00802;0.00075;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
876;875;0.00124;0.00397;0.00044;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
888;875;0.00314;0.01025;0.00105;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
883;871;0.03322;0.10752;0.011;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
887;869;0.01364;0.04413;0.00452;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
882;878;0.01339;0.02686;0.00257;95.0;95.0;95.0;1.0;0.0;1;-30.0;30.0
885;878;0.00463;0.01579;0.00161;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
887;885;0.01264;0.04091;0.00418;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
883;867;0.01967;0.06364;0.00651;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
867;833;0.02826;0.0914;0.00934;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
956;833;0.02182;0.07066;0.00723;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
898;772;0.05835;0.09876;0.0106;88.0;88.0;88.0;1.0;0.0;1;-30.0;30.0
772;770;0.0057;0.0186;0.00189;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
880;771;0.03322;0.10736;0.01099;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
932;882;0.06372;0.20612;0.02108;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
892;756;0.01372;0.04438;0.00454;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
889;882;0.0038;0.0286;0.00273;178.0;178.0;178.0;1.0;0.0;1;-30.0;30.0
888;883;0.00231;0.02413;0.00373;183.0;183.0;183.0;1.0;0.0;1;-30.0;30.0
889;756;0.00413;0.03066;0.00293;137.0;137.0;137.0;1.0;0.0;1;-30.0;30.0
870;755;0.00397;0.01298;0.00133;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
1027;770;0.03231;0.10438;0.01068;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1027;1026;0.04041;0.13058;0.01336;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
870;756;0.00397;0.01281;0.00131;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
871;869;0.01306;0.04207;0.00431;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
918;775;0.03033;0.0981;0.01004;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1026;932;0.03793;0.12298;0.01258;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
883;878;0.00959;0.03116;0.00318;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
880;816;0.02636;0.08521;0.00871;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
825;816;0.01917;0.06231;0.00637;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
1027;825;0.03066;0.09909;0.01014;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
816;771;0.03107;0.10041;0.01029;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
941;829;0.01917;0.06198;0.00634;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
760;756;0.02917;0.08074;0.00832;111.0;111.0;111.0;1.0;0.0;1;-30.0;30.0
942;943;0.00521;0.01694;0.00173;120.0;120.0;120.0;1.0;0.0;1;-30.0;30.0
918;942;0.01107;0.03579;0.00366;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
804;882;0.02033;0.06562;0.00671;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
774;940;0.00496;0.01339;0.00138;109.0;109.0;109.0;1.0;0.0;1;-30.0;30.0
876;892;0.00107;0.00802;0.00018;137.0;137.0;137.0;1.0;0.0;1;-30.0;30.0
835;775;0.00149;0.00446;0.0;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
960;789;0.03116;0.05504;0.00515;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
910;820;0.00512;0.0124;0.00123;69.0;69.0;69.0;1.0;0.0;1;-30.0;30.0
961;790;0.03215;0.05504;0.00515;76.0;76.0;76.0;1.0;0.0;1;-30.0;30.0
961;860;0.01901;0.05116;0.00528;109.0;109.0;109.0;1.0;0.0;1;-30.0;30.0
903;860;0.04579;0.12752;0.01314;111.0;111.0;111.0;1.0;0.0;1;-30.0;30.0
1014;902;0.02463;0.04488;0.00423;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
1014;766;0.05818;0.10041;0.00954;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
1047;902;0.01017;0.03298;0.00336;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
